Symbol,Name,Sector,Industry
MYN,"Blackrock MuniYield New York Quality Fund, Inc.",n/a,n/a
MPA,Blackrock MuniYield Pennsylvania Quality Fund,n/a,n/a
MQT,"Blackrock MuniYield Quality Fund II, Inc.",n/a,n/a
MYI,"Blackrock MuniYield Quality Fund III, Inc.",n/a,n/a
MQY,"Blackrock MuniYield Quality Fund, Inc.",n/a,n/a
BNJ,BlackRock New Jersey Municipal Income Trust,n/a,n/a
BNY,BlackRock New York Investment Quality Municipal Trust Inc. (Th,n/a,n/a
BLH,Blackrock New York Municipal 2018 Term Trust,n/a,n/a
BQH,Blackrock New York Municipal Bond Trust,n/a,n/a
BSE,Blackrock New York Municipal Income Quality Trust,n/a,n/a
BCX,BlackRock Resources,n/a,n/a
BST,BlackRock Science and Technology Trust,n/a,n/a
BSD,BlackRock Strategic Municipal Trust Inc. (The),n/a,n/a
BUI,BlackRock Utility and Infrastructure Trust,n/a,n/a
BLK,"BlackRock, Inc.",Finance,Investment Bankers/Brokers/Service
BGB,Blackstone / GSO Strategic Credit Fund,n/a,n/a
BGX,Blackstone GSO Long Short Credit Income Fund,n/a,n/a
BSL,Blackstone GSO Senior Floating Rate Term Fund,n/a,n/a
APRN,"Blue Apron Holdings, Inc.",Consumer Services,Catalog/Specialty Distribution
BCRH,Blue Capital Reinsurance Holdings Ltd.,Finance,Property-Casualty Insurers
BXC,BlueLinx Holdings Inc.,Capital Goods,Wholesale Distributors
BWP,Boardwalk Pipeline Partners L.P.,Public Utilities,Natural Gas Distribution
BA,Boeing Company (The),Capital Goods,Aerospace
BCC,"Boise Cascade, L.L.C.",Consumer Services,RETAIL: Building Materials
BCEI,"Bonanza Creek Energy, Inc.",Energy,Oil & Gas Production
BOOT,"Boot Barn Holdings, Inc.",Consumer Services,Clothing/Shoe/Accessory Stores
BAH,Booz Allen Hamilton Holding Corporation,Consumer Services,Professional Services
BWA,BorgWarner Inc.,Capital Goods,Auto Parts:O.E.M.
SAM,"Boston Beer Company, Inc. (The)",Consumer Non-Durables,Beverages (Production/Distribution)
BXP,"Boston Properties, Inc.",Consumer Services,Real Estate Investment Trusts
BXP^B,"Boston Properties, Inc.",n/a,n/a
BSX,Boston Scientific Corporation,Health Care,Medical/Dental Instruments
BOX,"Box, Inc.",Technology,Computer Software: Prepackaged Software
BYD,Boyd Gaming Corporation,Consumer Services,Hotels/Resorts
BPMP,BP Midstream Partners LP,Energy,Natural Gas Distribution
BP,BP p.l.c.,Energy,Integrated oil Companies
BPT,BP Prudhoe Bay Royalty Trust,Energy,Integrated oil Companies
BRC,Brady Corporation,Consumer Durables,Miscellaneous manufacturing industries
BDN,Brandywine Realty Trust,Consumer Services,Real Estate Investment Trusts
LND,Brasilagro Cia Brasileira De Propriedades Agricolas,Consumer Non-Durables,Farming/Seeds/Milling
BAK,Braskem S.A.,Basic Industries,Major Chemicals
BRFS,BRF S.A.,Consumer Non-Durables,Meat/Poultry/Fish
BPI,"Bridgepoint Education, Inc.",Consumer Services,Other Consumer Services
BGG,Briggs & Stratton Corporation,Energy,Industrial Machinery/Components
BFAM,Bright Horizons Family Solutions Inc.,Miscellaneous,Other Consumer Services
BEDU,Bright Scholar Education Holdings Limited,Consumer Services,Other Consumer Services
EAT,"Brinker International, Inc.",Consumer Services,Restaurants
BCO,Brink&#39;s Company (The),Transportation,Oil Refining/Marketing
BMY,Bristol-Myers Squibb Company,Health Care,Major Pharmaceuticals
BRS,Bristow Group Inc,Transportation,Transportation Services
BTI,British American Tobacco p.l.c.,Consumer Non-Durables,Farming/Seeds/Milling
BRX,Brixmor Property Group Inc.,Consumer Services,Real Estate Investment Trusts
BR,"Broadridge Financial Solutions, Inc.",Miscellaneous,Business Services
BKD,Brookdale Senior Living Inc.,Health Care,Hospital/Nursing Management
BAM,Brookfield Asset Management Inc,Consumer Services,Building operators
BBU,Brookfield Business Partners L.P.,Basic Industries,Engineering & Construction
DTLA^,Brookfield DTLA Inc.,n/a,n/a
INF,Brookfield Global Listed Infrastructure Income Fund,n/a,n/a
BIP,Brookfield Infrastructure Partners LP,Consumer Services,Marine Transportation
RA,Brookfield Real Assets Income Fund Inc.,n/a,n/a
BEP,Brookfield Renewable Partners L.P.,Public Utilities,Electric Utilities: Central
BRO,"Brown & Brown, Inc.",Finance,Specialty Insurers
BF.A,Brown Forman Corporation,n/a,n/a
BF.B,Brown Forman Corporation,n/a,n/a
BRT,BRT Apartments Corp.,Consumer Services,Real Estate Investment Trusts
BC,Brunswick Corporation,Energy,Industrial Machinery/Components
BT,BT Group plc,Public Utilities,Telecommunications Equipment
BPL,Buckeye Partners L.P.,Energy,Natural Gas Distribution
BKE,"Buckle, Inc. (The)",Consumer Services,Clothing/Shoe/Accessory Stores
BVN,Buenaventura Mining Company Inc.,Basic Industries,Precious Metals
BBW,"Build-A-Bear Workshop, Inc.",Consumer Services,Recreational Products/Toys
BG,Bunge Limited,Consumer Non-Durables,Packaged Foods
BURL,"Burlington Stores, Inc.",Consumer Services,Department/Specialty Retail Stores
BWXT,"BWX Technologies, Inc.",Energy,Industrial Machinery/Components
BY,"Byline Bancorp, Inc.",Finance,Major Banks
CJ,"C&J Energy Services, Inc",Energy,Oilfield Services/Equipment
BCR,"C.R. Bard, Inc.",Health Care,Medical/Dental Instruments
GYB,CABCO Series 2004-101 Trust,Finance,Finance: Consumer Services
PFH,CABCO Series 2004-101 Trust,Finance,Finance: Consumer Services
CABO,"Cable One, Inc.",Consumer Services,Television Services
CBT,Cabot Corporation,Basic Industries,Major Chemicals
COG,Cabot Oil & Gas Corporation,Energy,Oil & Gas Production
CACI,"CACI International, Inc.",Technology,EDP Services
CADE,Cadence Bancorporation,Finance,Major Banks
CAE,CAE Inc,Miscellaneous,Industrial Machinery/Components
CAI,"CAI International, Inc.",Technology,Diversified Commercial Services
CAA,"CalAtlantic Group, Inc.",Capital Goods,Homebuilding
CAL,"Caleres, Inc.",Consumer Non-Durables,Shoe Manufacturing
CCC,Calgon Carbon Corporation,Basic Industries,Major Chemicals
CRC,California Resources Corporation,Energy,Oil & Gas Production
CWT,California Water  Service Group Holding,Public Utilities,Water Supply
CALX,"Calix, Inc",Consumer Services,Telecommunications Equipment
ELY,Callaway Golf Company,Consumer Non-Durables,Recreational Products/Toys
CPE,Callon Petroleum Company,Energy,Oil & Gas Production
CPE^A,Callon Petroleum Company,Energy,Oil & Gas Production
CPN,Calpine Corporation,Public Utilities,Electric Utilities: Central
CBM,Cambrex Corporation,Health Care,Major Pharmaceuticals
CPT,Camden Property Trust,Consumer Services,Real Estate Investment Trusts
CCJ,Cameco Corporation,Basic Industries,Precious Metals
CPB,Campbell Soup Company,Consumer Non-Durables,Packaged Foods
CWH,"Camping World Holdings, Inc.",Consumer Durables,Automotive Aftermarket
GOOS,Canada Goose Holdings Inc.,Consumer Non-Durables,Apparel
CM,Canadian Imperial Bank of Commerce,Finance,Commercial Banks
CNI,Canadian National Railway Company,Transportation,Railroads
CNQ,Canadian Natural Resources Limited,Energy,Oil & Gas Production
CP,Canadian Pacific Railway Limited,Transportation,Railroads
CAJ,"Canon, Inc.",Miscellaneous,Industrial Machinery/Components
CMD,Cantel Medical Corp.,Health Care,Medical/Dental Instruments
COF,Capital One Financial Corporation,Finance,Major Banks
COF.WS,Capital One Financial Corporation,n/a,n/a
COF^C,Capital One Financial Corporation,Finance,Major Banks
COF^D,Capital One Financial Corporation,n/a,n/a
COF^F,Capital One Financial Corporation,n/a,n/a
COF^G,Capital One Financial Corporation,n/a,n/a
COF^H,Capital One Financial Corporation,n/a,n/a
COF^P,Capital One Financial Corporation,n/a,n/a
CSU,Capital Senior Living Corporation,Health Care,Hospital/Nursing Management
BXMT,"Capital Trust, Inc.",Consumer Services,Real Estate Investment Trusts
CIC,Capitol Investment Corp. IV,Finance,Business Services
CIC.U,Capitol Investment Corp. IV,n/a,n/a
CIC.WS,Capitol Investment Corp. IV,n/a,n/a
CMO,Capstead Mortgage Corporation,Consumer Services,Real Estate Investment Trusts
CMO^E,Capstead Mortgage Corporation,n/a,n/a
CRR,"Carbo Ceramics, Inc.",Capital Goods,Industrial Machinery/Components
CAH,"Cardinal Health, Inc.",Health Care,Other Pharmaceuticals
CRCM,"Care.com, Inc.",Consumer Services,Other Consumer Services
CSL,Carlisle Companies Incorporated,Basic Industries,Specialty Chemicals
KMX,CarMax Inc,Consumer Durables,Automotive Aftermarket
CCL,Carnival Corporation,Consumer Services,Marine Transportation
CUK,Carnival Corporation,Consumer Services,Marine Transportation
CRS,Carpenter Technology Corporation,Basic Industries,Steel/Iron Ore
CSV,"Carriage Services, Inc.",Consumer Services,Other Consumer Services
CARS,Cars.com Inc.,Technology,EDP Services
CRI,"Carter&#39;s, Inc.",Consumer Non-Durables,Apparel
CVNA,Carvana Co.,Consumer Durables,Automotive Aftermarket
CSLT,"Castlight Health, inc.",Technology,EDP Services
CTLT,"Catalent, Inc.",Health Care,Major Pharmaceuticals
CTT           ,"CatchMark Timber Trust, Inc.",Consumer Services,Real Estate Investment Trusts
CAT,"Caterpillar, Inc.",Capital Goods,Construction/Ag Equipment/Trucks
CATO,Cato Corporation (The),Consumer Services,Clothing/Shoe/Accessory Stores
CBZ,"CBIZ, Inc.",Miscellaneous,Business Services
CBL,"CBL & Associates Properties, Inc.",Consumer Services,Real Estate Investment Trusts
CBL^D,"CBL & Associates Properties, Inc.",n/a,n/a
CBL^E,"CBL & Associates Properties, Inc.",n/a,n/a
CBO,CBO (Listing Market - NYSE - Networks A/E),n/a,n/a
IGR,CBRE Clarion Global Real Estate Income Fund,n/a,n/a
CBG,"CBRE Group, Inc.",Finance,Real Estate
CBS,CBS Corporation,Consumer Services,Broadcasting
CBS.A,CBS Corporation,n/a,n/a
CBX,CBX (Listing Market NYSE Networks AE,n/a,n/a
FUN,"Cedar Fair, L.P.",Consumer Services,Services-Misc. Amusement & Recreation
CDR,"Cedar Realty Trust, Inc.",Consumer Services,Real Estate Investment Trusts
CDR^B,"Cedar Realty Trust, Inc.",n/a,n/a
CDR^C,"Cedar Realty Trust, Inc.",n/a,n/a
CGI,"Celadon Group, Inc.",Transportation,Trucking Freight/Courier Services
CE,Celanese Corporation,Basic Industries,Major Chemicals
CLS,"Celestica, Inc.",Technology,Electrical Products
CEL,"Cellcom Israel, Ltd.",Public Utilities,Telecommunications Equipment
CPAC,Cementos Pacasmayo S.A.A.,Capital Goods,Building Materials
CX,Cemex S.A.B. de C.V.,Capital Goods,Building Materials
CVE,Cenovus Energy Inc,Energy,Oil & Gas Production
CNC,Centene Corporation,Health Care,Medical Specialities
CEN,Center Coast MLP & Infrastructure Fund,n/a,n/a
CNP,"CenterPoint Energy, Inc.",Public Utilities,Electric Utilities: Central
EBR,Centrais Electricas Brasileiras S.A.- Eletrobras,Public Utilities,Electric Utilities: Central
EBR.B,Centrais Electricas Brasileiras S.A.- Eletrobras,n/a,n/a
CCS,"Century Communities, Inc.",Capital Goods,Homebuilding
CTL,"CenturyLink, Inc.",Public Utilities,Telecommunications Equipment
CF,"CF Industries Holdings, Inc.",Basic Industries,Agricultural Chemicals
CGG,CGG,Energy,Oil & Gas Production
GIB,"CGI Group, Inc.",Consumer Services,Professional Services
ECOM          ,ChannelAdvisor Corporation,Technology,Computer Software: Prepackaged Software
CRL,"Charles River Laboratories International, Inc.",Health Care,Biotechnology: Commercial Physical & Biological Resarch
CLDT,Chatham Lodging Trust (REIT),Consumer Services,Real Estate Investment Trusts
CMCM,Cheetah Mobile Inc.,Technology,Computer Software: Prepackaged Software
CHGG,"Chegg, Inc.",Consumer Services,Other Consumer Services
CHE,Chemed Corp.,Health Care,Medical/Nursing Services
CC,Chemours Company (The),Basic Industries,Major Chemicals
CHMI,Cherry Hill Mortgage Investment Corporation,Consumer Services,Real Estate Investment Trusts
CHMI^A,Cherry Hill Mortgage Investment Corporation,n/a,n/a
CHK,Chesapeake Energy Corporation,Energy,Oil & Gas Production
CHK^D,Chesapeake Energy Corporation,n/a,n/a
CHKR,Chesapeake Granite Wash Trust,Energy,Oil & Gas Production
CHSP,Chesapeake Lodging Trust,Consumer Services,Real Estate Investment Trusts
CPK,Chesapeake Utilities Corporation,Public Utilities,Oil & Gas Production
CVX,Chevron Corporation,Energy,Integrated oil Companies
CBI,Chicago Bridge & Iron Company N.V.,Basic Industries,Engineering & Construction
CHS,"Chico&#39;s FAS, Inc.",Consumer Services,Clothing/Shoe/Accessory Stores
CIM,Chimera Investment Corporation,Consumer Services,Real Estate Investment Trusts
CIM^A,Chimera Investment Corporation,n/a,n/a
CIM^B,Chimera Investment Corporation,n/a,n/a
CO,China Cord Blood Corporation,Finance,Business Services
DL,China Distance Education Holdings Limited,Consumer Services,Other Consumer Services
CEA,China Eastern Airlines Corporation Ltd.,Transportation,Air Freight/Delivery Services
CHN,"China Fund, Inc. (The)",n/a,n/a
CGA,"China Green Agriculture, Inc.",Basic Industries,Agricultural Chemicals
LFC,China Life Insurance Company Limited,Finance,Life Insurance
CHL,China Mobile (Hong Kong) Ltd.,Public Utilities,Telecommunications Equipment
BORN,China New Borun Corporation,Consumer Non-Durables,Beverages (Production/Distribution)
COE,China Online Education Group,Consumer Services,Other Consumer Services
SNP,China Petroleum & Chemical Corporation,Energy,Integrated oil Companies
XRF,China Rapid Finance Limited,Finance,Finance: Consumer Services
ZNH,China Southern Airlines Company Limited,Transportation,Air Freight/Delivery Services
CHA,China Telecom Corp Ltd,Public Utilities,Telecommunications Equipment
CHU,China Unicom (Hong Kong) Ltd,Public Utilities,Telecommunications Equipment
XNY,China Xiniya Fashion Limited,Consumer Non-Durables,Apparel
CYD,China Yuchai International Limited,Energy,Industrial Machinery/Components
ZX,China Zenix Auto International Limited,Capital Goods,Auto Parts:O.E.M.
CMG,"Chipotle Mexican Grill, Inc.",Consumer Services,Restaurants
CHH,"Choice Hotels International, Inc.",Consumer Services,Hotels/Resorts
CBK,Christopher & Banks Corporation,Consumer Services,Clothing/Shoe/Accessory Stores
CHT,"Chunghwa Telecom Co., Ltd.",Public Utilities,Telecommunications Equipment
CHD,"Church & Dwight Company, Inc.",Basic Industries,Package Goods/Cosmetics
CIEN,Ciena Corporation,Public Utilities,Telecommunications Equipment
CI,Cigna Corporation,Health Care,Medical Specialities
XEC,Cimarex Energy Co,Energy,Oil & Gas Production
CBB,Cincinnati Bell Inc,Public Utilities,Telecommunications Equipment
CBB^B,Cincinnati Bell Inc,n/a,n/a
CNK,Cinemark Holdings Inc,Consumer Services,Movies/Entertainment
CINR,Ciner Resources LP,Basic Industries,Mining & Quarrying of Nonmetallic Minerals (No Fuels)
CIR,"CIRCOR International, Inc.",Capital Goods,Metal Fabrications
CISN,Cision Ltd.,Technology,Computer Software: Prepackaged Software
CIT,CIT Group Inc (DEL),Finance,Major Banks
BLW,Citigroup Inc.,Finance,Major Banks
C,Citigroup Inc.,Finance,Major Banks
C.WS.A,Citigroup Inc.,n/a,n/a
C^C,Citigroup Inc.,n/a,n/a
C^J,Citigroup Inc.,n/a,n/a
C^K,Citigroup Inc.,Finance,Major Banks
C^L,Citigroup Inc.,n/a,n/a
C^N,Citigroup Inc.,Finance,Major Banks
C^P,Citigroup Inc.,n/a,n/a
C^S,Citigroup Inc.,n/a,n/a
CFG,"Citizens Financial Group, Inc.",Finance,Major Banks
CIA,"Citizens, Inc.",Finance,Life Insurance
CIO,"City Office REIT, Inc.",Consumer Services,Real Estate Investment Trusts
CIO^A,"City Office REIT, Inc.",n/a,n/a
CVEO,Civeo Corporation,Consumer Services,Hotels/Resorts
CIVI,"Civitas Solutions, Inc.",Health Care,Medical/Nursing Services
CLH,"Clean Harbors, Inc.",Basic Industries,Environmental Services
CCO,"Clear Channel Outdoor Holdings, Inc.",Consumer Services,Advertising
CBA           ,ClearBridge American Energy MLP Fund Inc.,n/a,n/a
CEM,ClearBridge Energy MLP Fund Inc.,n/a,n/a
EMO,ClearBridge Energy MLP Opportunity Fund Inc.,n/a,n/a
CTR,ClearBridge Energy MLP Total Return Fund Inc.,n/a,n/a
CLW,Clearwater Paper Corporation,Basic Industries,Paper
CLF,Cleveland-Cliffs Inc.,Basic Industries,Precious Metals
CLPR,Clipper Realty Inc.,Consumer Services,Real Estate Investment Trusts
CLX,Clorox Company (The),Consumer Durables,Specialty Chemicals
CLD,Cloud Peak Energy Inc,Energy,Coal Mining
CLDR,"Cloudera, Inc.",Technology,Computer Software: Prepackaged Software
CMS,CMS Energy Corporation,Public Utilities,Power Generation
CMS^B,CMS Energy Corporation,Public Utilities,Power Generation
CNA,CNA Financial Corporation,Finance,Property-Casualty Insurers
CNHI,CNH Industrial N.V.,Capital Goods,Construction/Ag Equipment/Trucks
CNO,"CNO Financial Group, Inc.",Finance,Accident &Health Insurance
CEO,CNOOC Limited,Energy,Oil & Gas Production
CNXC,CNX Coal Resources LP,Energy,Coal Mining
CIE,"Cobalt International Energy, Inc.",Energy,Oil & Gas Production
KOF,Coca Cola Femsa S.A.B. de C.V.,Consumer Non-Durables,Beverages (Production/Distribution)
KO,Coca-Cola Company (The),Consumer Non-Durables,Beverages (Production/Distribution)
CCE,Coca-Cola European Partners plc,Consumer Non-Durables,Beverages (Production/Distribution)
CDE,"Coeur Mining, Inc.",Basic Industries,Precious Metals
FOF,"Cohen & Steers Closed-End Opportunity Fund, Inc.",n/a,n/a
INB,"Cohen & Steers Global Income Builder, Inc.",n/a,n/a
CNS,Cohen & Steers Inc,Finance,Investment Managers
UTF,"Cohen & Steers Infrastructure Fund, Inc",n/a,n/a
LDP,"Cohen & Steers Limited Duration Preferred and Income Fund, Inc",n/a,n/a
MIE,"Cohen & Steers MLP Income and Energy Opportunity Fund, Inc.",n/a,n/a
RQI,Cohen & Steers Quality Income Realty Fund Inc,n/a,n/a
RNP,Cohen & Steers Reit and Preferred Income Fund Inc,n/a,n/a
PSF,"Cohen & Steers Select Preferred and Income Fund, Inc.",n/a,n/a
RFI,"Cohen & Steers Total Return Realty Fund, Inc.",n/a,n/a
CFX,Colfax Corporation,Capital Goods,Fluid Controls
CL,Colgate-Palmolive Company,Consumer Non-Durables,Package Goods/Cosmetics
CXE,Colonial High Income Municipal Trust,n/a,n/a
CIF,Colonial Intermediate High Income Fund,n/a,n/a
CXH,Colonial Investment Grade Municipal Trust,n/a,n/a
CMU,Colonial Municipal Income Trust,n/a,n/a
CLNS,"Colony NorthStar, Inc.",Consumer Services,Real Estate Investment Trusts
CLNS^B,"Colony NorthStar, Inc.",n/a,n/a
CLNS^D,"Colony NorthStar, Inc.",n/a,n/a
CLNS^E,"Colony NorthStar, Inc.",n/a,n/a
CLNS^G,"Colony NorthStar, Inc.",n/a,n/a
CLNS^H,"Colony NorthStar, Inc.",n/a,n/a
CLNS^I,"Colony NorthStar, Inc.",n/a,n/a
CLNS^J,"Colony NorthStar, Inc.",n/a,n/a
CXP,"Columbia Property Trust, Inc.",Consumer Services,Real Estate Investment Trusts
STK,"Columbia Seligman Premium Technology Growth Fund, Inc",n/a,n/a
CCV.CL,Comcast Corporation,n/a,n/a
CCZ,Comcast Corporation,Consumer Services,Television Services
CMA,Comerica Incorporated,Finance,Major Banks
CMA.WS,Comerica Incorporated,n/a,n/a
FIX,"Comfort Systems USA, Inc.",Capital Goods,Engineering & Construction
CMC,Commercial Metals Company,Basic Industries,Steel/Iron Ore
CBU,"Community Bank System, Inc.",Finance,Major Banks
CYH,"Community Health Systems, Inc.",Health Care,Hospital/Nursing Management
